CodeBERT_Prediction,CodeT5_Prediction,MulaRec_Prediction,Correct_Model_Names,Correct_API_Sequence,CodeBERT_Achievement_Rate,CodeT5_Achievement_Rate,MulaRec_Achievement_Rate,CodeBERT_Head_API_Rate,CodeT5_Head_API_Rate,MulaRec_Head_API_Rate
['stringbuilder.tostring'],"['string.format', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'system.get']","['map<string,string>.entrysetentry<string,string', '>.getvalueentry<string,string', '>.getkey', 'stringbuilder.append', 'stringbuilder.tostring']",CodeBERT,['stringbuilder.tostring'],0.9444444444444444,0.0,0.0,1.0,0.96,0.4
"['integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.put']","['integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.put', 'integer.<init>', 'hashtable.']","['integer.<init>', 'hashtable.put']",MulaRec,"['integer.<init>', 'hashtable.put']",0.609449400220044,0.0,0.7171371656006361,0.5,0.5,0.5
"['container.getsize', 'container.getsize', 'component.setlocation']","['component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation']","['toolkit.getdefaulttoolkit', 'rectangle.<init>', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize']",MulaRec,"['toolkit.getdefaulttoolkit', 'rectangle.<init>', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize', 'component.setlocation', 'component.getsize']",0.0,0.0,0.0,0.0,0.0,0.1111111111111111
['file.<init>'],"['system.exit', 'file.<init>', 'file.exists', 'system.exit', 'file.<init>', 'file.exists', 'system.exit', 'file.<init>', 'file.exists', 'system.exit', 'file.<init>', 'file.exists', 'system.exit', 'file.<init>', 'file.exists', 'system.exit', 'file.<init>', 'file.exists', 'system.exit', 'file.<init>', 'file.exists', 'system.exit', 'file.<init>', 'file.exists', 'system.exit', 'file.<init>', 'file.']",['system.exit'],MulaRec,['system.exit'],0.4777777777777778,0.0,0.5913978494623656,1.0,0.9629629629629629,1.0
['path.getposition'],"['arrays.equals', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation', 'path.add', 'node.getlocation']","['arrays.equals', 'node.getlocation', 'path.add']",MulaRec,"['arrays.equals', 'node.getlocation', 'path.add']",0.0,0.0,0.0,0.0,0.0,0.0
"['bufferedreader.readline', 'string.trim', 'string.startswith', 'string.isempty', 'string.split', 'bufferedreader.closemap<string,string', '>.put', 'bufferedreader.closemap<string,string', '>.size']","['bufferedreader.readline', 'string.trim', 'string.startswith', 'string.split', 'bufferedreader.closemap<string,string', '>.put', 'bufferedreader.closemap<string,string', '>.get', 'integer.parseintmap<string,string', '>.get', 'integer.parseintmap<string,string', '>.get', 'integer.parseintmap<string,string', '>.get', 'integer.parseintmap<string,string', '>.get', 'integer.parseintmap<string,string', '>.getinteger']","['bufferedreader.readline', 'string.trim', 'string.startswith', 'string.isempty', 'string.split', 'bufferedreader.closemap<string,string', '>.put', 'bufferedreader.closemap<string,string', '>.get']",MulaRec,"['bufferedreader.readline', 'string.trim', 'string.startswith', 'string.isempty', 'string.split', 'bufferedreader.closemap<string,string', '>.put', 'bufferedreader.closemap<string,string', '>.get']",0.0,0.0,0.0,0.5555555555555556,0.2222222222222222,0.5555555555555556
['statement.executequery'],"['statement.executequery', 'statement.close']","['statement.execute', 'statement.close']",CodeBERT,['statement.executequery'],0.6,0.7302967433402214,0.0,1.0,0.5,0.0
['graphics.drawimage'],"['graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.setcolor', 'graphics.drawline', 'graphics.']","['graphics.setcolor', 'graphics.fillrect']",CodeBERT,['graphics.drawimage'],0.7368421052631579,0.0,0.7071067811865476,1.0,0.48,0.5
"['point2d.clone', 'point2d.cast', 'point2d.gety', 'point2d.getx', 'point2d.setlocation']","['point2d.clone', 'point2d.cast', 'point2d.gety', 'point2d.getx', 'point2d.setlocation', 'affinetransform.transform', 'point2d.gety', 'point2d.getx', 'point2d.setlocation', 'affinetransform.transform', 'point2d.gety', 'point2d.getx', 'point2d.setlocation', 'affinetransform.transform', 'point2d.gety', 'point2d.getxpoint']","['point2d.clone', 'point2d.cast', 'point2d.gety', 'point2d.getx', 'point2d.setlocation', 'affinetransform.transform', 'point2d.gety', 'point2d.getx', 'point2d.setlocation']",MulaRec,"['point2d.clone', 'point2d.cast', 'point2d.gety', 'point2d.getx', 'point2d.setlocation', 'affinetransform.transform', 'point2d.gety', 'point2d.getx', 'point2d.setlocation']",0.0,0.0,0.0,0.0,0.0,0.0
['composite.setlayout'],"['composite.setlayoutdata', 'label.<init>', 'label.settext', 'text.<init>', 'text.setlayoutdata', 'label.<init>', 'label.settext', 'text.<init>', 'text.setlayoutdata', 'label.<init>', 'label.settext', 'text.<init>', 'text.setlayoutdata', 'label.<init>', 'label.settext', 'text.<init>', 'text.setlayoutdata', 'label.<init>', 'label.settext', 'text.<init>', 'text.set']",['composite.setlayoutdata'],MulaRec,['composite.setlayoutdata'],0.8,0.0,0.0,0.0,0.0,0.0
['frame.coordinatesof'],"['frame.transformof', 'quaternion.<init>', 'frame.transformof', 'quaternion.<init>', 'frame.transformof', 'quaternion.<init>', 'frame.transformof', 'quaternion.<init>', 'frame.transformof', 'quaternion.<init>', 'frame.transformof', 'quaternion.<init>', 'frame.transformof', 'quaternion.<init>', 'frame.transformof', 'quaternion.<init>', 'frame.transformof', 'quaternion.<init>', 'frame.transformof', 'quaternion.<init>', 'frame.transformof', 'quaternion.<init']",['frame.referenceframe'],MulaRec,['frame.referenceframe'],0.0,0.0,0.0,0.0,0.0,0.0
"['math.random', 'vector.get']","['math.random', 'system.currenttimemillis', 'math.abs', 'system.currenttimemillis', 'math.abs', 'system.currenttimemillis', 'math.abs']","['math.random', 'system.currenttimemillis', 'math.abs', 'system.currenttimemillis', 'math.absmap<integer', '>.entrysetentry<integer', '>.getvalueentry<integer', '>.getkey']",MulaRec,"['math.random', 'system.currenttimemillis', 'math.abs', 'system.currenttimemillis', 'math.absmap<integer', '>.entrysetentry<integer', '>.getvalueentry<integer', '>.getkey']",0.3262363486962221,0.3577900763493683,0.0,1.0,1.0,0.5
"['factoryfinder.dprint', 'securitysupport.getsystemproperty', 'factoryfinder.dprint', 'factoryfinder.newinstance', 'securitysupport.getsystemproperty', 'file.<init>', 'securitysupport.doesfileexist', 'factoryfinder.dprint', 'securitysupport.getfileinputstream', 'properties.load', 'properties.getproperty', 'factoryfinder.dprint', 'securitysupport.getfileinputstream', 'properties.load', 'properties.getproperty', 'factoryfinder.dprint', 'factoryfinder.newinstance', 'factoryfinder.']","['factoryfinder.dprint', 'securitysupport.getsystemproperty', 'factoryfinder.dprint', 'securitysupport.getsystemproperty', 'file.<init>', 'securitysupport.doesfileexist', 'factoryfinder.dprint', 'securitysupport.getfileinputstream', 'properties.load', 'properties.getproperty', 'factoryfinder.dprint', 'factoryfinder.newinstance', 'securitysupport.doesfileexist', 'factoryfinder.dprint', 'securitysupport.getfileinputstream', 'properties.load', 'properties.getproperty', 'factoryfinder.dprint', 'factoryfinder.newinstancesecurity']","['factoryfinder.dprint', 'securitysupport.getsystemproperty', 'factoryfinder.dprint', 'factoryfinder.newinstance', 'securitysupport.getsystemproperty', 'file.<init>', 'securitysupport.doesfileexist', 'factoryfinder.dprint', 'securitysupport.getfileinputstream', 'properties.load', 'properties.getproperty', 'factoryfinder.dprint', 'factoryfinder.newinstance', 'factoryfinder.findjarserviceprovider', 'factoryfinder.dprint', 'factoryfinder.newinstance']",MulaRec,"['factoryfinder.dprint', 'securitysupport.getsystemproperty', 'factoryfinder.dprint', 'factoryfinder.newinstance', 'securitysupport.getsystemproperty', 'file.<init>', 'securitysupport.doesfileexist', 'factoryfinder.dprint', 'securitysupport.getfileinputstream', 'properties.load', 'properties.getproperty', 'factoryfinder.dprint', 'factoryfinder.newinstance', 'factoryfinder.findjarserviceprovider', 'factoryfinder.dprint', 'factoryfinder.newinstance']",0.0,0.0,0.0,0.2777777777777778,0.2631578947368421,0.1875
['toolkit.getdefaulttoolkit'],"['imageicon.<init>', 'imageicon.getimage', 'keystroke.getkeystroke', 'inputmap.put', 'abstractaction.<init>', 'actionmap.put', 'keystroke.getkeystroke', 'inputmap.put', 'abstractaction.<init>', 'actionmap.put', 'keystroke.getkeystroke', 'inputmap.put', 'abstractaction.<init>', 'actionmap.put', 'keystroke.getkeystroke', 'inputmap.put', 'abstractaction.<init>', 'actionmap.put', 'keystroke.getkeystrokeinput']","['toolkit.getdefaulttoolkit', 'buttongroup.add']",CodeBERT,['toolkit.getdefaulttoolkit'],0.4117647058823529,0.0,0.5601120336112039,1.0,0.05263157894736842,0.5
"['dimension.<init>', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>jbutton']","['jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.<init>', 'jbutton.addactionlistenerjbutton']","['dimension.<init>', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.setpreferredsize', 'jbutton.setminimumsize', 'jbutton.setmaximumsize', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.setpreferredsize', 'jbutton.setminimumsize', 'jbutton.setmaximumsize', 'dimension.<init>', 'box.createrigidarea', 'jpanel.add', 'dimension.<init>', 'box.createrigidarea', 'jpanel.add']",MulaRec,"['dimension.<init>', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.setpreferredsize', 'jbutton.setminimumsize', 'jbutton.setmaximumsize', 'jbutton.<init>', 'jbutton.addactionlistener', 'jbutton.setpreferredsize', 'jbutton.setminimumsize', 'jbutton.setmaximumsize', 'dimension.<init>', 'box.createrigidarea', 'jpanel.add', 'dimension.<init>', 'box.createrigidarea', 'jpanel.add']",0.0,0.0,0.0,0.5,0.5,0.4117647058823529
"['element.textmap<string,string', '>.put']","['element.text', 'string.indexof', 'string.substringmap<string,string', '>.put', 'string.indexof', 'string.substringmap<string,string', '>.put', 'string.indexof', 'string.substringmap<string,string', '>.put', 'string.indexof', 'string.substringmap<string,string', '>.put', 'string.indexof', 'string.substringmap<string,string', '>.put', 'string.indexof', 'string.substringmap<string,string', '>.put', 'string.indexofstring']","['element.children', 'element.child', 'element.textmap<string,string', '>.putmap<string,string', '>.get']",MulaRec,"['element.children', 'element.child', 'element.textmap<string,string', '>.putmap<string,string', '>.get']",0.0,0.0,0.0,0.0,0.3,0.0
"['label.gettitle', 'label.settitle']","['label.gettitle', 'label.settitle', 'label.getstyle', 'label.setstyle', 'label.getstyle', 'label.setstyle', 'label.getstyle', 'label.setstyle', 'label.getstyle', 'label.setstyle', 'label.getstyle', 'label.setstyle', 'label.getstyle', 'label.setstyle', 'label.getstyle', 'label.setstyle', 'label.getstyle', 'label.setstyle', 'label.getstyle', 'label.setstyle', 'label.getstyle', 'label.setstyle', 'label.getstyle', 'label.setstyle', 'label.']","['label.gettitle', 'label.settitle', 'label.settext']",CodeBERT,"['label.gettitle', 'label.settitle']",0.0,0.0,0.0,0.0,0.0,0.0
"['system.arraycopy', 'scrollable.computesize']","['abstractcolumnlayout.getcolumncount', 'scrollable.setsize', 'scrollable.setlocation', 'rectangle.<init>', 'scrollable.setlocation', 'scrollable.setsize', 'scrollable.setlocation', 'rectangle.<init>', 'scrollable.setlocation', 'scrollable.setsize', 'scrollable.setlocation', 'scrollable.setsize', 'scrollable.setlocation', 'scrollable.setsize', 'scrollable.setlocation', 'scrollable.setsize', 'scrollable.setlocation', 'scrollable.setsize', 'scrollable.setlocationscroll']","['system.arraycopy', 'scrollable.setsize', 'scrollable.update', 'scrollable.setsize']",MulaRec,"['system.arraycopy', 'scrollable.setsize', 'scrollable.update', 'scrollable.setsize']",0.0,0.0,0.0,0.5,0.10526315789473684,0.25
"['listiterator.hasnext', 'listiterator.next']","['thread.currentthread', 'thread.sleep', 'system.currenttimemillis']",['thread.currentthread'],MulaRec,['thread.currentthread'],0.0,0.4139049680143253,0.25,0.0,1.0,1.0
['timer.<init>'],"['timer.<init>', 'timer.addpropertychangelistener', 'timer.<init>', 'timer.addpropertychangelistener', 'timer.<init>', 'timer.addpropertychangelistener', 'timer.<init>', 'timer.addpropertychangelistener', 'timer.<init>', 'timer.addpropertychangelistener', 'timer.<init>', 'timer.addpropertychangelistener', 'timer.<init>', 'timer.addpropertychangelistener', 'timer.<init>', 'timer.addpropertychangelistener', 'timer.']","['timer.<init>', 'timer.setrepeats']",MulaRec,"['timer.<init>', 'timer.setrepeats']",0.18181818181818182,0.0,0.0,1.0,0.47058823529411764,0.5
['list.add'],"['arraylist.<init>', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.equals', 'list.add', 'string.']",['op.<init>'],MulaRec,['op.<init>'],0.75,0.0,0.0,1.0,0.96875,0.0
"['stringbuffer.append', 'stringbuffer.tostring']","['stringbuffer.append', 'stringbuffer.length', 'stringbuffer.tostring']","['stringbuffer.append', 'string.length', 'stringbuffer.tostring']",CodeBERT,"['stringbuffer.append', 'stringbuffer.tostring']",0.9194441572067305,0.7433346509247988,0.8037881353043969,1.0,0.6666666666666666,1.0
"['graph.sizearraylist<node', '>.remove']","['graph.size', 'vector.remove']","['graph.sizevector<node', '>.remove']",CodeT5,"['graph.size', 'vector.remove']",0.0,0.0,0.0,0.0,0.0,0.0
"['linenumberreader.readline', 'string.startswith', 'stringtokenizer.<init>', 'stringtokenizer.hasmoretokens', 'stringtokenizer.nexttoken', 'integer.parseint', 'stringtokenizer.hasmoretokens', 'linenumberreader.getlinenumber', 'stringtokenizer.nexttoken', 'integer.parseint', 'linenumberreader.getlinenumber', 'stringtokenizer.nexttoken', 'integer.parseint', 'linenumberreader.getlinenumber', 'stringtokenizer.nexttoken', 'double.parsedouble', 'linenumberreader.getline']","['linenumberreader.readline', 'string.startswith', 'stringtokenizer.<init>', 'stringtokenizer.hasmoretokens', 'stringtokenizer.nexttoken', 'integer.parseint', 'stringtokenizer.hasmoretokens', 'linenumberreader.getlinenumber', 'stringtokenizer.nexttoken', 'integer.parseint', 'linenumberreader.getlinenumber', 'stringtokenizer.hasmoretokens', 'linenumberreader.getlinenumber', 'stringtokenizer.nexttoken', 'double.<init>', 'double.doublevalue', 'linenumberreader.getlin']","['linenumberreader.readline', 'string.startswith', 'stringtokenizer.<init>', 'stringtokenizer.hasmoretokens', 'stringtokenizer.nexttoken', 'integer.parseint', 'stringtokenizer.hasmoretokens', 'linenumberreader.getlinenumber', 'stringtokenizer.nexttoken', 'integer.parseint', 'linenumberreader.getlinenumber', 'stringtokenizer.hasmoretokens', 'linenumberreader.getlinenumber', 'stringtokenizer.nexttoken', 'double.<init>', 'double.doublevalue', 'linenumberreader.getlinenumber']",MulaRec,"['linenumberreader.readline', 'string.startswith', 'stringtokenizer.<init>', 'stringtokenizer.hasmoretokens', 'stringtokenizer.nexttoken', 'integer.parseint', 'stringtokenizer.hasmoretokens', 'linenumberreader.getlinenumber', 'stringtokenizer.nexttoken', 'integer.parseint', 'linenumberreader.getlinenumber', 'stringtokenizer.hasmoretokens', 'linenumberreader.getlinenumber', 'stringtokenizer.nexttoken', 'double.<init>', 'double.doublevalue', 'linenumberreader.getlinenumber']",0.0,0.0,0.0,0.7058823529411765,0.6470588235294118,0.6470588235294118
"['map<integer,arraylist<integer>>.putarraylist<integer', '>.<init>arraylist<integer', '>.addmap<integer,arraylist<integer', '>>.put']","['arraylist<integer>.addmap<integer,arraylist<integer', '>>.putarraylist<integer', '>.<init>arraylist<integer', '>.addmap<integer,arraylist<integer', '>>.putarraylist<integer', '>.<init>arraylist<integer', '>.addmap<integer,arraylist<integer', '>>.putarraylist<integer', '>.<init>arraylist<integer', '>.addmap<integer,arraylist<integer', '>>.']","['arraylist<integer>.addmap<integer,arraylist<integer', '>>.put']",MulaRec,"['arraylist<integer>.addmap<integer,arraylist<integer', '>>.put']",0.0,0.0,0.0,0.0,0.0,0.0
['transform.<init>'],['transform.compose'],['transform.scale'],CodeBERT,['transform.<init>'],0.0,0.0,0.0,0.0,0.0,0.0
"['node.setprev', 'node.setnext']","['node.setnext', 'node.setprev']",['node.setnext'],CodeBERT,"['node.setprev', 'node.setnext']",0.0,0.0,0.75,0.0,0.0,0.0
"['arraylist<arraylist<window>>.sizearraylist<arraylist<window', '>>.get', 'bufferedwriter.append', 'bufferedwriter.flush', 'bufferedwriter.close']","['arraylist<arraylist<window>>.sizearraylist<arraylist<window', '>>.getarraylist<arraylist<window', '>>.sizearraylist<arraylist<window', '>>.get', 'bufferedwriter.appendarraylist<arraylist<window', '>>.get', 'bufferedwriter.append', 'bufferedwriter.flush', 'bufferedwriter.close']","['arraylist<arraylist<window>>.sizearraylist<arraylist<window', '>>.get', 'bufferedwriter.appendarraylist<arraylist<window', '>>.getarraylist<arraylist<window', '>>.sizearraylist<arraylist<window', '>>.get', 'bufferedwriter.append', 'bufferedwriter.flush', 'bufferedwriter.close']",MulaRec,"['arraylist<arraylist<window>>.sizearraylist<arraylist<window', '>>.get', 'bufferedwriter.appendarraylist<arraylist<window', '>>.getarraylist<arraylist<window', '>>.sizearraylist<arraylist<window', '>>.get', 'bufferedwriter.append', 'bufferedwriter.flush', 'bufferedwriter.close']",0.0,0.0,0.0,0.0,0.0,0.0
"['method.invoke', 'class.getname', 'class.getsuperclass', 'class.getname']","['method.invoke', 'boolean.cast', 'boolean.booleanvalue', 'class.getname', 'method.invoke']","['method.invoke', 'class.getname', 'class.getsuperclass', 'class.getdeclaredfields', 'field.getmodifiers', 'modifier.istransient', 'field.getmodifiers', 'modifier.isstatic', 'field.setaccessible', 'field.getname', 'field.get']",MulaRec,"['method.invoke', 'class.getname', 'class.getsuperclass', 'class.getdeclaredfields', 'field.getmodifiers', 'modifier.istransient', 'field.getmodifiers', 'modifier.isstatic', 'field.setaccessible', 'field.getname', 'field.get']",0.6281721351058899,0.6195393988286844,0.0,0.5,0.4,0.09090909090909091
"['socket.<init>', 'socket.getoutputstream', 'objectoutputstream.<init>', 'socket.getinputstream', 'objectinputstream.<init>', 'socket.getoutputstream', 'objectoutputstream.writeobject']","['socket.<init>', 'socket.getoutputstream', 'objectoutputstream.<init>', 'socket.getinputstream', 'objectinputstream.<init>', 'objectoutputstream.writeobject', 'objectoutputstream.close', 'objectinputstream.close', 'socket.close']","['socket.<init>', 'socket.getoutputstream', 'objectoutputstream.<init>', 'socket.getinputstream', 'objectinputstream.<init>', 'socketinfo.<init>', 'objectoutputstream.writeobject', 'objectoutputstream.flush', 'objectinputstream.readobject']",MulaRec,"['socket.<init>', 'socket.getoutputstream', 'objectoutputstream.<init>', 'socket.getinputstream', 'objectinputstream.<init>', 'socketinfo.<init>', 'objectoutputstream.writeobject', 'objectoutputstream.flush', 'objectinputstream.readobject']",0.5981096969416033,0.7241572413034768,0.0,0.7142857142857143,0.4444444444444444,0.5555555555555556
['set<string>.contains'],"['set<parameters>.sizeset<parameters', '>.toarrayset<parameters', '>.sizeset<parameters', '>.toarrayset<parameters', '>.sizeset<parameters', '>.toarrayset<parameters', '>.sizeset<parameters', '>.toarrayset<parameters', '>.sizeset<parameters', '>.toarrayset<parameters', '>.sizeset<parameters', '>.toarrayset<parameters', '>.sizeset<parameters', '>.toarrayset<parameters', '>.sizeset']",['set<parameters>.add'],MulaRec,['set<parameters>.add'],0.5,0.0,0.0,0.0,0.0,0.0
['integer.parseint'],"['integer.parseintarraylist<string', '>.<init>arraylist<string', '>.addarraylist<string', '>.<init>arraylist<string', '>.addarraylist<string', '>.<init>arraylist<string', '>.addarraylist<string', '>.<init>arraylist<string', '>.addarraylist<string', '>.<init>arraylist<string', '>.addarraylist<string', '>.<init>arraylist<string>']",['version.<init>'],CodeBERT,['integer.parseint'],0.53,0.0,1.0,1.0,0.0,0.0
['message.isflagset'],"['message.isflagset', 'message.settransientflagifabsent', 'message.isflagset']","['message.isflagset', 'entry.connid', 'message.isflagset', 'atomicboolean.compareandset']",MulaRec,"['message.isflagset', 'entry.connid', 'message.isflagset', 'atomicboolean.compareandset']",0.0,0.0,0.0,0.0,0.0,0.0
"['point.<init>', 'adjustable.getvalue', 'mouseevent.getpoint', 'adjustable.getvalue', 'mouseevent.getpoint', 'point.getx', 'adjustable.getvalue', 'point.gety', 'adjustable.getvalue', 'point.setlocation']","['point.<init>', 'adjustable.getvalue', 'mouseevent.getpoint', 'adjustable.getvalue', 'mouseevent.getpoint', 'adjustable.getvalue', 'adjustable.setvalue', 'point.<init>', 'adjustable.getvalue', 'mouseevent.getpoint', 'adjustable.setvalue', 'point.<init>', 'adjustable.getvalue', 'mouseevent.getpoint', 'adjustable.setvalue', 'point.<init>', 'adjustable.getvalue', 'mouseevent.getpoint', 'adjustable.setvalue', 'point.<init>', 'adjustable.getvalue']","['point.<init>', 'adjustable.getvalue', 'mouseevent.getpoint', 'adjustable.getvalue', 'mouseevent.getpoint', 'point.getx', 'adjustable.getvalue', 'point.gety', 'adjustable.getvalue', 'adjustable.setvalue', 'point.setlocation']",MulaRec,"['point.<init>', 'adjustable.getvalue', 'mouseevent.getpoint', 'adjustable.getvalue', 'mouseevent.getpoint', 'point.getx', 'adjustable.getvalue', 'point.gety', 'adjustable.getvalue', 'adjustable.setvalue', 'point.setlocation']",0.0,0.0,0.0,0.1,0.23809523809523808,0.09090909090909091
['attribute.indexofvalue'],"['attribute.isnominal', 'string.indexof', 'attribute.isnominal', 'string.indexof', 'attribute.isnominal', 'string.indexof', 'attribute.isnominal', 'string.indexof', 'attribute.isnominal', 'string.indexof', 'attribute.isnominal', 'string.indexof', 'attribute.isnominal', 'string.indexof', 'attribute.isnominal', 'string.indexof', 'attribute.isnominal', 'string.indexof', 'attribute.isnominal', 'string.indexof', 'attribute.isnominal', 'string.index']","['attribute.index', 'arrays.binarysearch']",MulaRec,"['attribute.index', 'arrays.binarysearch']",0.0,0.0,0.5,0.0,0.45454545454545453,0.0
"['set.addall', 'set.remove', 'set.addall']","['set.retainall', 'set.iterator', 'iterator.hasnext', 'iterator.next', 'string.cast', 'set.contains', 'set.add']","['set.addall', 'set.removeall']",MulaRec,"['set.addall', 'set.removeall']",0.0,0.6733373927255059,0.0,0.0,0.5714285714285714,0.0
"['math.min', 'double.<init>']","['rectangle2d.getx', 'rectangle2d.gety', 'rectangle2d.getwidth', 'rectangle2d.getheight', 'double.<init>']",['point.<init>'],MulaRec,['point.<init>'],0.7175291805173794,0.0,0.4230769230769231,1.0,0.2,1.0
['state.set'],"['vector.<init>', 'control.add']","['vector<string>.<init>', 'control.add', 'math.round', 'state.<init>']",MulaRec,"['vector<string>.<init>', 'control.add', 'math.round', 'state.<init>']",0.0,0.0,0.0,0.0,0.5,0.25
"['util.ispartiallyinrange', 'shape.getminx', 'range.getmaxx']","['util.ispartiallyinrange', 'shape.getmaxx', 'shape.getminx', 'shape.getmaxy', 'shape.getminy']","['util.ispartical', 'shape.getminx', 'shape.getmaxx', 'shape.getmaxy', 'shape.getminy']",CodeT5,"['util.ispartiallyinrange', 'shape.getmaxx', 'shape.getminx', 'shape.getmaxy', 'shape.getminy']",0.0,0.0,0.0,0.0,0.0,0.0
